,year,level,type,value,subcounty
669,2022,Primary,Government,2,Galiraya
670,2020,Primary,Government,8,Kitimbwa
671,2022,Primary,Government,10,Kitimbwa
672,2021,Secondary,Government,1,Galiraya
673,2020,Primary,Private,1,Kayonza
674,2021,Secondary,Private,40,Biiso
675,2019,Secondary,Private,300,Biiso
676,2019,Secondary,Private,40,Mutunda
677,2022,Primary,Private,8,Kayunga Town Council
678,2019,Secondary,Government,89,Nazigo
679,2018,Secondary,Private,5,Kangulumira
680,2018,Secondary,Government,24,Bbaale
681,2019,Primary,Government,344,Nazigo
682,2018,Primary,Government,24,Nazigo
683,2020,Primary,Government,4,Kangulumira
684,2019,Secondary,Private,73,Kitimbwa
685,2022,Primary,Government,40,Busaana
686,2019,Primary,Private,60,Biiso
687,2021,Primary,Private,99,Galiraya
688,2019,Primary,Private,344,Bbaale
689,2019,Primary,Government,5,Kigumba
690,2020,Secondary,Private,4,Mutunda
691,2019,Secondary,Government,70,Kangulumira
692,2021,Secondary,Government,56,Kitimbwa
693,2021,Secondary,Government,8,Kayunga
694,2018,Primary,Private,98,Biiso
695,2020,Secondary,Government,24,Kayonza
696,2018,Secondary,Private,60,Kayunga Town Council
697,2022,Primary,Private,55,Mutunda
698,2019,Secondary,Private,73,Kayunga
699,2022,Primary,Government,20,Kangulumira
700,2021,Secondary,Government,45,Kangulumira
701,2019,Secondary,Government,67,Kigumba
702,2019,Secondary,Government,0,Busaana
703,2021,Primary,Government,98,Kayunga
704,2020,Primary,Government,10,Busaana
705,2019,Secondary,Private,0,Kayonza
706,2020,Primary,Government,99,Kitimbwa
707,2018,Secondary,Government,22,Bbaale
708,2021,Primary,Government,56,Busaana
709,2020,Primary,Government,98,Kangulumira
710,2019,Secondary,Government,344,Kayunga Town Council
711,2018,Primary,Private,1,Kangulumira
712,2020,Secondary,Government,89,Busaana
713,2020,Primary,Government,20,Kigumba
714,2020,Secondary,Government,40,Kayunga Town Council
715,2021,Secondary,Private,13,Nazigo
716,2021,Secondary,Private,20,Kayunga Town Council
717,2019,Primary,Government,100,Kayonza
718,2022,Primary,Government,1,Kayunga
719,2019,Primary,Government,0,Kigumba
720,2019,Primary,Government,8,Kayonza
721,2020,Primary,Government,70,Galiraya
722,2018,Secondary,Private,56,Biiso
723,2021,Primary,Government,1,Galiraya
724,2022,Primary,Government,24,Kayunga Town Council
725,2022,Secondary,Private,11,Kayonza
726,2021,Secondary,Private,5,Kayonza
727,2019,Secondary,Government,11,Biiso
728,2018,Secondary,Government,1,Mutunda
729,2021,Secondary,Government,8,Kangulumira
730,2021,Primary,Government,70,Nazigo
731,2018,Secondary,Government,1,Bbaale
732,2019,Secondary,Private,344,Buliisa
733,2020,Secondary,Private,100,Mutunda
734,2019,Primary,Government,70,Kangulumira
735,2018,Secondary,Private,344,Bbaale
736,2020,Secondary,Government,100,Kigumba
737,2021,Primary,Private,13,Kayonza
738,2020,Primary,Government,1,Galiraya
739,2021,Secondary,Private,11,Mutunda
740,2019,Secondary,Private,20,Kayunga Town Council
741,2019,Primary,Government,11,Kangulumira
742,2020,Secondary,Government,22,Kayunga
743,2021,Secondary,Private,2,Busaana
744,2018,Primary,Government,344,Kayunga
745,2022,Secondary,Government,55,Bbaale
746,2021,Primary,Private,56,Nazigo
747,2019,Primary,Private,10,Kayonza
748,2018,Secondary,Government,56,Galiraya
749,2019,Secondary,Private,22,Mutunda
750,2020,Primary,Government,60,Mutunda
751,2022,Secondary,Government,20,Busaana
752,2022,Primary,Government,89,Kitimbwa
753,2018,Secondary,Private,99,Kigumba
754,2018,Secondary,Private,34,Mutunda
755,2020,Primary,Private,344,Kigumba
756,2019,Primary,Private,12,Kitimbwa
757,2018,Secondary,Private,56,Busaana
758,2020,Secondary,Private,98,Busaana
759,2022,Secondary,Private,60,Bbaale
760,2020,Primary,Private,22,Galiraya
761,2019,Secondary,Private,8,Kangulumira
762,2020,Secondary,Government,55,Mutunda
763,2020,Primary,Private,45,Bbaale
764,2021,Primary,Private,55,Buliisa
765,2018,Secondary,Private,70,Nazigo
766,2021,Secondary,Government,2,Buliisa
767,2022,Primary,Private,20,Biiso
768,2022,Secondary,Private,60,Buliisa
769,2021,Primary,Government,22,Kangulumira
770,2021,Primary,Government,24,Kayonza
771,2022,Secondary,Government,34,Galiraya
772,2020,Secondary,Government,55,Biiso
773,2021,Primary,Private,13,Busaana
774,2019,Secondary,Private,300,Kigumba
775,2018,Primary,Private,73,Busaana
776,2021,Primary,Private,50,Kangulumira
777,2022,Primary,Government,60,Kitimbwa
778,2022,Primary,Government,12,Buliisa
779,2019,Primary,Government,24,Kigumba
780,2019,Secondary,Government,11,Kayonza
781,2018,Primary,Government,20,Kigumba
782,2022,Secondary,Private,344,Bbaale
783,2020,Primary,Private,12,Kayunga
784,2022,Secondary,Private,13,Kangulumira
785,2022,Secondary,Private,344,Nazigo
786,2021,Primary,Government,1,Kigumba
787,2019,Secondary,Government,98,Kayunga
788,2022,Secondary,Government,99,Kangulumira
789,2018,Secondary,Government,60,Bbaale
790,2019,Secondary,Private,56,Kayunga
791,2018,Secondary,Government,4,Biiso
792,2018,Secondary,Private,70,Busaana
793,2020,Secondary,Government,34,Kayunga Town Council
794,2022,Primary,Government,98,Kitimbwa
795,2022,Secondary,Private,98,Kayonza
796,2018,Primary,Government,10,Mutunda
797,2018,Secondary,Government,5,Kayunga Town Council
798,2019,Primary,Government,24,Kangulumira
799,2022,Secondary,Government,13,Galiraya
800,2022,Primary,Government,40,Galiraya
801,2020,Secondary,Government,99,Kitimbwa
802,2021,Primary,Government,5,Kayonza
803,2018,Secondary,Private,4,Kangulumira
804,2021,Primary,Private,5,Kitimbwa
805,2018,Primary,Private,20,Nazigo
806,2021,Primary,Government,8,Kigumba
807,2022,Secondary,Government,98,Kayonza
808,2021,Primary,Private,5,Kayunga
809,2018,Primary,Government,8,Busaana
810,2021,Secondary,Government,5,Kayunga Town Council
811,2021,Secondary,Government,1,Kayonza
812,2020,Secondary,Government,45,Mutunda
813,2021,Secondary,Government,5,Kitimbwa
814,2021,Secondary,Government,70,Mutunda
815,2021,Primary,Private,67,Kangulumira
816,2019,Primary,Private,45,Galiraya
817,2022,Primary,Private,89,Kayunga
818,2021,Primary,Government,40,Kayunga Town Council
819,2018,Primary,Government,0,Busaana
820,2018,Primary,Private,300,Nazigo
821,2021,Secondary,Government,67,Bbaale
822,2018,Primary,Government,8,Kangulumira
823,2019,Secondary,Private,20,Kayunga Town Council
824,2021,Secondary,Government,12,Buliisa
825,2018,Secondary,Private,60,Busaana
826,2020,Secondary,Private,55,Mutunda
827,2019,Secondary,Government,99,Bbaale
828,2020,Primary,Government,40,Nazigo
829,2018,Secondary,Government,4,Kayunga Town Council
830,2021,Primary,Government,4,Kitimbwa
831,2019,Primary,Government,1,Galiraya
832,2021,Primary,Government,73,Nazigo
833,2018,Secondary,Government,73,Galiraya
834,2018,Primary,Government,24,Bbaale
835,2020,Primary,Private,8,Kangulumira
836,2022,Primary,Government,20,Kitimbwa
837,2022,Primary,Government,10,Nazigo
838,2021,Secondary,Government,10,Mutunda
839,2020,Primary,Private,40,Kangulumira
840,2019,Secondary,Government,20,Bbaale
841,2021,Secondary,Private,13,Bbaale
842,2022,Secondary,Government,56,Kangulumira
843,2019,Primary,Private,2,Mutunda
844,2020,Primary,Government,300,Galiraya
845,2019,Secondary,Private,67,Bbaale
846,2020,Secondary,Government,34,Kangulumira
847,2019,Secondary,Private,34,Kayonza
848,2022,Secondary,Private,2,Busaana
849,2018,Secondary,Government,1,Mutunda
850,2018,Primary,Government,50,Mutunda
851,2022,Secondary,Private,20,Kayunga
852,2022,Secondary,Government,55,Busaana
853,2019,Secondary,Government,45,Buliisa
854,2019,Primary,Government,73,Kayunga
855,2018,Primary,Government,13,Kayonza
856,2020,Secondary,Private,73,Nazigo
857,2020,Primary,Government,56,Biiso
858,2022,Secondary,Government,56,Kayunga Town Council
859,2019,Secondary,Government,4,Kangulumira
860,2018,Secondary,Government,99,Biiso
861,2018,Primary,Private,55,Galiraya
862,2021,Primary,Private,5,Kayunga Town Council
863,2022,Primary,Government,70,Mutunda
864,2018,Primary,Private,34,Kayunga Town Council
865,2020,Primary,Government,0,Busaana
866,2018,Primary,Government,20,Mutunda
867,2021,Primary,Private,56,Kigumba
868,2020,Primary,Private,50,Bbaale
869,2019,Primary,Government,55,Busaana
870,2019,Primary,Private,98,Kangulumira
871,2021,Secondary,Private,4,Bbaale
872,2021,Primary,Government,8,Kangulumira
873,2020,Primary,Government,1,Busaana
874,2021,Primary,Government,67,Kigumba
875,2021,Secondary,Government,100,Nazigo
876,2021,Secondary,Government,67,Kigumba
877,2018,Primary,Government,5,Kigumba
878,2018,Secondary,Government,0,Mutunda
879,2022,Primary,Government,40,Biiso
880,2020,Secondary,Private,34,Kayunga
881,2019,Secondary,Government,99,Nazigo
882,2022,Secondary,Government,8,Kayunga Town Council
883,2021,Primary,Government,55,Kitimbwa
884,2018,Secondary,Government,20,Kangulumira
885,2020,Secondary,Government,12,Kayunga Town Council
886,2021,Primary,Private,73,Busaana
887,2021,Primary,Government,34,Kayunga Town Council
888,2020,Secondary,Government,344,Kitimbwa
889,2020,Primary,Private,20,Nazigo
890,2020,Primary,Private,34,Biiso
891,2021,Primary,Government,2,Kigumba
892,2019,Secondary,Private,56,Bbaale
893,2018,Primary,Government,45,Buliisa
894,2022,Secondary,Government,8,Kitimbwa
895,2021,Primary,Private,99,Bbaale
896,2022,Primary,Private,67,Kitimbwa
897,2019,Secondary,Government,55,Buliisa
898,2021,Primary,Government,70,Kayonza
899,2021,Secondary,Private,2,Kayunga
900,2020,Secondary,Private,13,Biiso
901,2021,Secondary,Government,8,Galiraya
902,2021,Secondary,Private,100,Kitimbwa
903,2020,Secondary,Government,22,Bbaale
904,2020,Primary,Government,60,Kayunga
905,2021,Primary,Private,20,Kayunga
906,2021,Secondary,Private,22,Nazigo
907,2020,Secondary,Government,1,Busaana
908,2021,Primary,Private,12,Mutunda
909,2021,Primary,Private,12,Nazigo
910,2021,Secondary,Government,67,Kayonza
911,2019,Secondary,Government,300,Kayunga Town Council
912,2018,Primary,Government,40,Galiraya
913,2018,Secondary,Government,67,Kitimbwa
914,2021,Primary,Government,40,Nazigo
915,2021,Secondary,Government,22,Biiso
916,2018,Secondary,Government,4,Kigumba
917,2022,Primary,Government,300,Kayonza
918,2018,Secondary,Government,45,Galiraya
919,2019,Primary,Private,2,Kayunga Town Council
920,2019,Secondary,Government,89,Kigumba
921,2020,Primary,Government,56,Kayunga
922,2020,Secondary,Private,8,Galiraya
923,2022,Primary,Private,40,Kayunga
924,2022,Secondary,Government,5,Kangulumira
925,2022,Secondary,Private,300,Kigumba
926,2019,Secondary,Government,100,Kayunga
927,2021,Secondary,Government,20,Kayunga Town Council
928,2021,Secondary,Government,13,Mutunda
929,2020,Secondary,Private,20,Kayonza
930,2018,Secondary,Government,20,Galiraya
931,2019,Secondary,Government,55,Biiso
932,2022,Primary,Government,70,Kitimbwa
933,2021,Primary,Private,5,Buliisa
934,2019,Primary,Private,67,Kigumba
935,2018,Primary,Private,67,Kangulumira
936,2020,Secondary,Government,45,Kayonza
937,2020,Secondary,Private,100,Busaana
938,2022,Primary,Government,99,Kigumba
939,2022,Primary,Private,67,Busaana
940,2019,Secondary,Government,60,Kitimbwa
941,2021,Secondary,Government,20,Kitimbwa
942,2021,Primary,Government,100,Kayunga
943,2022,Primary,Private,45,Nazigo
944,2022,Secondary,Government,99,Biiso
945,2019,Primary,Private,55,Nazigo
946,2022,Secondary,Private,60,Biiso
947,2021,Secondary,Private,24,Kitimbwa
948,2020,Secondary,Government,73,Nazigo
949,2022,Primary,Government,10,Kigumba
950,2021,Secondary,Government,99,Bbaale
951,2022,Secondary,Private,11,Nazigo
952,2022,Primary,Government,11,Kigumba
953,2020,Secondary,Private,45,Kigumba
954,2022,Secondary,Government,10,Kitimbwa
955,2020,Secondary,Government,24,Kayonza
956,2022,Primary,Government,67,Kitimbwa
957,2022,Secondary,Government,56,Nazigo
958,2018,Primary,Private,60,Nazigo
959,2020,Secondary,Private,10,Kayunga Town Council
960,2019,Primary,Private,300,Mutunda
961,2021,Primary,Private,300,Kayunga Town Council
962,2018,Secondary,Government,89,Kitimbwa
963,2021,Primary,Private,12,Biiso
964,2020,Primary,Government,40,Kayunga Town Council
965,2019,Secondary,Government,60,Kayonza
966,2021,Secondary,Private,100,Bbaale
967,2021,Secondary,Private,34,Mutunda
968,2022,Secondary,Government,89,Nazigo
969,2020,Primary,Private,2,Kigumba
970,2020,Primary,Government,20,Galiraya
971,2020,Secondary,Private,89,Kangulumira
972,2020,Secondary,Government,1,Kayunga
973,2021,Primary,Government,11,Galiraya
974,2018,Primary,Government,12,Kayonza
975,2018,Primary,Government,300,Bbaale
976,2021,Primary,Private,24,Kigumba
977,2022,Primary,Government,50,Mutunda
978,2019,Secondary,Government,50,Nazigo
979,2020,Secondary,Private,73,Busaana
980,2018,Primary,Private,4,Galiraya
981,2022,Secondary,Government,22,Biiso
982,2018,Secondary,Government,24,Kigumba
983,2020,Secondary,Government,100,Busaana
984,2018,Primary,Government,13,Kayunga
985,2021,Secondary,Private,40,Kayunga Town Council
986,2020,Secondary,Government,10,Biiso
987,2018,Secondary,Government,20,Kayunga Town Council
988,2022,Primary,Government,4,Kayunga
989,2022,Primary,Government,344,Mutunda
990,2020,Primary,Government,20,Kitimbwa
991,2020,Secondary,Private,50,Kayunga Town Council
992,2020,Primary,Private,344,Kayunga
993,2022,Primary,Government,67,Nazigo
994,2022,Secondary,Government,1,Buliisa
995,2022,Primary,Government,45,Bbaale
996,2020,Secondary,Government,8,Busaana
997,2019,Secondary,Government,8,Biiso
998,2022,Primary,Private,1,Kangulumira
999,2019,Primary,Government,20,Kangulumira
