district_id,subcounty_id,parish_id,subcounty,parish,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal
d101,s104,,Kimengo,,2020,Kimengo Primary School,Government,Girls,28,18,20,19,18,36,17,156
d101,s109,p132,Miirya,Kigulya,2020,Kinumi Primary School,Government,Girls,93,79,134,63,66,63,31,529
d101,s109,p130,Miirya,Bigando,2020,Kinuuma Primary School,Government,Girls,49,37,38,39,37,29,21,250
d101,s102,p108,Kabango Town Council,Kinyara ward,2020,Kinyara Sugar Works Primary School,Government,Girls,117,131,168,153,154,135,78,936
d101,s101,,Bikonzi,,2020,Kinywamurara Primary School,Government,Girls,23,26,29,30,21,13,,142
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Kisalizi Primary School,Government,Girls,43,37,36,50,96,38,22,322
d101,s106,,Kyatiri Town Council,,2020,Kisindizi II Primary School,Government,Girls,37,28,32,29,47,23,11,207
d101,s110,,Pakanyi,Kyakamese,2020,Kisindizi Public Primary School,Government,Girls,63,45,36,42,32,14,10,242
d101,s113,p106,Bwijanga,Kitamba,2020,Kitamba Primary School,Government,Girls,81,77,78,77,70,69,13,465
d101,s105,p133,Kiruli,Kiruli,2020,Kitanyata Primary School,Government,Girls,81,77,78,77,70,69,13,465
d101,s101,p114,Bikonzi,Rukondwa,2020,Kitonozi Primary School,Government,Girls,52,46,36,34,29,32,22,251
d101,s109,p132,Miirya,Kigulya,2020,Kitwetwe Primary School,Government,Girls,66,32,37,25,18,8,6,192
d101,s110,,Pakanyi,Kyakamese,2020,Kiyuya Primary School,Government,Girls,47,28,55,39,44,46,33,292
d101,s109,p131,Miirya,Isimba,2020,Kyabaswa Primary School,Government,Girls,42,39,46,29,20,28,18,222
d101,s110,,Pakanyi,,2020,Kyatiri Primary School,Government,Girls,152,113,131,120,94,65,31,706
d101,s112,p111,Bulima Town Council,Kahembe ward,2020,Marongo Primary School,Government,Girls,27,27,30,23,26,26,23,182
d101,s101,,Bikonzi,,2020,Masindi CH Primary School,Government,Girls,23,6,6,21,10,9,10,85
d101,s103,p141,Kijunjubwa,Kijunjubwa,2020,Miduuma Primary School,Government,Girls,24,13,20,22,15,14,12,120
d101,s113,p106,Bwijanga,Kitamba,2020,Mihembero Primary School,Government,Girls,24,16,30,26,19,23,14,152
d101,s113,p106,Bwijanga,Kitamba,2020,Miramura Primary School,Government,Girls,37,29,33,32,22,16,3,172
d101,s113,p105,Bwijanga,Kahembe,2020,Murro Primary School,Government,Girls,29,16,13,22,26,26,15,147
d101,s113,p107,Bwijanga,Ntoma,2020,Ntooma Primary School,Government,Girls,42,41,72,90,45,57,17,364
d101,s113,p107,Bwijanga,Ntoma,2020,Nyabubaale Primary School,Government,Girls,20,11,6,6,9,1,1,54
d101,s111,p103,Budongo,Nyabyeya,2020,Nyabyeya Primary School,Government,Girls,140,127,125,155,94,96,27,764
d101,s105,p133,Kiruli,Kiruli,2020,Nyakarongo Primary School,Government,Girls,39,32,18,15,13,17,6,140
d101,s106,,Kyatiri Town Council,,2020,Nyakatoogo Primary School,Government,Girls,8,12,8,6,3,3,,40
d101,s107,p126,Labongo,Labongo,2020,Nyakyanika Primary School,Government,Girls,114,60,60,80,30,34,10,388
d101,s106,,Kyatiri Town Council,Kyatiri,2020,Nyambindo Primary School,Government,Girls,152,85,58,52,26,26,11,410
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Nyantonzi Primary School,Government,Girls,30,40,65,64,37,16,11,263
d101,s101,p114,Bikonzi,Rukondwa,2020,Rukondwa Primary School,Government,Girls,34,15,13,15,15,14,7,113
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Rwempisi Primary School,Government,Girls,53,58,22,44,37,15,3,232
d101,s108,p118,Nyantonzi,Nyantonzi,2020,Siiba Primary School,Government,Girls,45,16,44,39,39,27,18,228
d101,s109,p131,Miirya,Isimba,2020,St Paul's Primary School Pakanyi,Government,Girls,14,11,14,13,13,11,5,81
d101,s113,p105,Bwijanga,Kahembe,2020,St. Kizito Murro Primary School,Government,Girls,30,28,33,55,38,47,16,247
d101,s110,,Pakanyi,Kyakamese,2020,Waiga Primary School,Government,Girls,115,86,101,109,56,38,15,520
d101,s107,p126,Labongo,Labongo,2020,Walyoba Primary School,Government,Girls,30,45,63,74,58,58,28,356
d101,s110,,Pakanyi,Kyakamese,2021,Alimugonza Primary School,Government,Boys,131,79,93,113,117,54,23,610
d101,s107,p127,Labongo,Kihaguzi,2021,Bokwe Primary School,Government,Boys,83,70,68,67,57,40,22,407
d101,s111,p103,Budongo,Nyabyeya,2021,Budongo Saw Mill Primary School,Government,Boys,25,8,13,26,15,21,13,121
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Bulima Primary School,Government,Boys,73,73,77,108,80,65,40,516
d101,s111,p102,Budongo,Kasongoire,2021,Bulyango Public Primary School,Government,Boys,60,63,76,61,39,37,17,353
d101,s113,p106,Bwijanga,Kitamba,2021,Byerima Primary School,Government,Boys,14,17,32,28,28,43,9,171
d101,s101,,Bikonzi,,2021,Ikoba Boys Primary School,Government,Boys,14,20,24,10,16,11,15,110
d101,s101,,Bikonzi,,2021,Ikoba Girls Primary School,Government,Boys,0,0,0,0,0,0,0,0
d101,s101,,Bikonzi,,2021,Isagara Primary School,Government,Boys,52,30,42,35,36,36,20,251
d101,s113,p106,Bwijanga,Kitamba,2021,Isimba Primary School,Government,Boys,18,30,29,39,32,20,9,177
d101,s102,p109,Kabango Town Council,Kabango ward,2021,Kabango Primary School,Government,Boys,144,101,192,174,79,80,42,812
d101,s109,p130,Miirya,Bigando,2021,Kahaara Primary School,Government,Boys,50,29,35,33,25,16,19,207
d101,s111,p103,Budongo,Nyabyeya,2021,Karongo Primary School,Government,Boys,78,68,135,89,56,35,19,480
d101,s110,,Pakanyi,Kyakamese,2021,Karungi Primary School,Government,Boys,94,40,61,73,38,24,17,347
d101,s108,p117,Nyantonzi,Kasenene,2021,Kasenene Primary School,Government,Boys,110,188,208,188,54,33,15,796
d101,s111,p102,Budongo,Kasongoire,2021,Kasongoire Primary School,Government,Boys,39,37,35,45,29,19,7,211
d101,s104,p124,Kimengo,Kimengo,2021,Kayera Primary School,Government,Boys,32,13,25,13,3,4,8,98
d101,s109,p130,Miirya,Bigando,2021,Kibaali Primary School,Government,Boys,38,35,32,45,26,29,17,222
d101,s107,p127,Labongo,Kihaguzi,2021,Kibamba Primary School,Government,Boys,38,35,32,45,26,29,17,222
d101,s105,p135,Kiruli,Kibibira,2021,Kibibira Primary School,Government,Boys,71,51,38,46,40,27,19,292
d101,s101,,Bikonzi,,2021,Kichandi Primary School,Government,Boys,34,36,47,30,21,22,8,198
d101,s109,p132,Miirya,Kigulya,2021,Kigezi Primary School,Government,Boys,74,68,34,61,53,25,15,330
d101,s113,p107,Bwijanga,Ntoma,2021,Kihagani Primary School,Government,Boys,15,7,12,4,4,2,3,47
d101,s101,,Bikonzi,,2021,Kihoole Primary School,Government,Boys,15,18,16,15,16,10,6,96
d101,s101,p114,Bikonzi,Rukondwa,2021,Kiina Primary School,Government,Boys,35,43,51,34,24,29,23,239
d101,s109,p132,Miirya,Kigulya,2021,Kijogoro Primary School,Government,Boys,86,66,89,64,42,26,19,392
d101,s104,,Kimengo,,2021,Kijunjubwa Primary School,Government,Boys,41,38,41,48,39,31,20,258
d101,s113,p106,Bwijanga,Kitamba,2021,Kikingura Primary School,Government,Boys,53,46,57,68,67,49,21,361
d101,s101,p116,Bikonzi,Kikube,2021,Kikuube Primary School,Government,Boys,28,30,22,57,39,33,14,223
d101,s107,p126,Labongo,Labongo,2021,Kilanyi Primary School,Government,Boys,54,36,33,35,29,15,21,223
d101,s107,p126,Labongo,Labongo,2021,Kilanyi Muslim Primary School,Government,Boys,60,22,38,33,21,28,15,217
d101,s108,p119,Nyantonzi,Kimanya,2021,Kimanya Primary School,Government,Boys,29,36,49,41,36,30,16,237
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Kimanya Upper Primary School,Government,Boys,64,61,19,29,37,28,19,257
d101,s104,,Kimengo,,2021,Kimengo Primary School,Government,Boys,33,21,34,23,21,28,11,171
d101,s109,p132,Miirya,Kigulya,2021,Kinumi Primary School,Government,Boys,115,61,87,63,71,48,28,473
d101,s109,p130,Miirya,Bigando,2021,Kinuuma Primary School,Government,Boys,27,42,51,44,30,22,21,237
d101,s102,p108,Kabango Town Council,Kinyara ward,2021,Kinyara Sugar Works Primary School,Government,Boys,162,157,179,162,118,139,70,987
d101,s101,,Bikonzi,,2021,Kinywamurara Primary School,Government,Boys,38,32,29,25,30,12,17,183
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Kisalizi Primary School,Government,Boys,49,46,61,44,36,25,6,267
d101,s106,,Kyatiri Town Council,,2021,Kisindizi II Primary School,Government,Boys,44,37,41,25,24,21,18,210
d101,s110,,Pakanyi,Kyakamese,2021,Kisindizi Public Primary School,Government,Boys,80,46,46,44,15,22,10,263
d101,s113,p106,Bwijanga,Kitamba,2021,Kitamba Primary School,Government,Boys,77,85,84,89,69,49,19,472
d101,s105,p133,Kiruli,Kiruli,2021,Kitanyata Primary School,Government,Boys,77,85,84,89,69,49,19,472
d101,s101,p114,Bikonzi,Rukondwa,2021,Kitonozi Primary School,Government,Boys,50,38,36,33,37,29,15,238
d101,s109,p132,Miirya,Kigulya,2021,Kitwetwe Primary School,Government,Boys,109,37,36,41,25,18,13,279
d101,s110,,Pakanyi,Kyakamese,2021,Kiyuya Primary School,Government,Boys,39,55,36,59,57,64,29,339
d101,s109,p131,Miirya,Isimba,2021,Kyabaswa Primary School,Government,Boys,47,37,40,55,46,31,8,264
d101,s110,,Pakanyi,,2021,Kyatiri Primary School,Government,Boys,147,93,150,128,75,84,49,726
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Marongo Primary School,Government,Boys,47,48,53,40,32,19,19,258
d101,s101,,Bikonzi,,2021,Masindi CH Primary School,Government,Boys,25,11,17,15,17,4,3,92
d101,s103,p141,Kijunjubwa,Kijunjubwa,2021,Miduuma Primary School,Government,Boys,29,23,27,28,18,16,15,156
d101,s113,p106,Bwijanga,Kitamba,2021,Mihembero Primary School,Government,Boys,35,29,31,31,26,33,14,199
d101,s113,p106,Bwijanga,Kitamba,2021,Miramura Primary School,Government,Boys,49,23,43,23,24,15,12,189
d101,s113,p105,Bwijanga,Kahembe,2021,Murro Primary School,Government,Boys,38,24,27,22,28,26,6,171
d101,s113,p107,Bwijanga,Ntoma,2021,Ntooma Primary School,Government,Boys,53,70,79,85,33,37,36,393
d101,s113,p107,Bwijanga,Ntoma,2021,Nyabubaale Primary School,Government,Boys,11,9,8,11,13,3,2,57
d101,s111,p103,Budongo,Nyabyeya,2021,Nyabyeya Primary School,Government,Boys,121,130,149,122,100,83,45,750
d101,s105,p133,Kiruli,Kiruli,2021,Nyakarongo Primary School,Government,Boys,43,36,27,24,16,23,9,178
d101,s106,,Kyatiri Town Council,,2021,Nyakatoogo Primary School,Government,Boys,19,8,16,16,6,3,1,69
d101,s107,p126,Labongo,Labongo,2021,Nyakyanika Primary School,Government,Boys,38,72,83,60,34,34,32,353
d101,s106,,Kyatiri Town Council,Kyatiri,2021,Nyambindo Primary School,Government,Boys,135,76,68,87,26,27,16,435
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Nyantonzi Primary School,Government,Boys,36,59,63,55,36,12,17,278
d101,s101,p114,Bikonzi,Rukondwa,2021,Rukondwa Primary School,Government,Boys,35,28,25,19,9,14,7,137
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Rwempisi Primary School,Government,Boys,29,84,39,41,9,19,13,234
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Siiba Primary School,Government,Boys,45,21,39,44,26,28,15,218
d101,s109,p131,Miirya,Isimba,2021,St Paul's Primary School Pakanyi,Government,Boys,11,10,7,12,18,7,6,71
d101,s113,p105,Bwijanga,Kahembe,2021,St. Kizito Murro Primary School,Government,Boys,40,35,34,62,40,35,19,265
d101,s110,,Pakanyi,Kyakamese,2021,Waiga Primary School,Government,Boys,114,109,105,77,64,41,35,545
d101,s107,p126,Labongo,Labongo,2021,Walyoba Primary School,Government,Boys,43,41,74,90,95,43,31,417
d101,s110,,Pakanyi,Kyakamese,2021,Alimugonza Primary School,Government,Girls,131,102,78,101,78,36,12,538
d101,s107,p127,Labongo,Kihaguzi,2021,Bokwe Primary School,Government,Girls,118,61,76,56,36,39,30,416
d101,s111,p103,Budongo,Nyabyeya,2021,Budongo Saw Mill Primary School,Government,Girls,23,11,8,7,18,14,7,88
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Bulima Primary School,Government,Girls,48,47,79,100,90,106,43,513
d101,s111,p102,Budongo,Kasongoire,2021,Bulyango Public Primary School,Government,Girls,47,48,61,64,57,36,14,327
d101,s113,p106,Bwijanga,Kitamba,2021,Byerima Primary School,Government,Girls,5,19,18,18,23,15,12,110
d101,s101,,Bikonzi,,2021,Ikoba Boys Primary School,Government,Girls,0,0,0,0,0,0,0,0
d101,s101,,Bikonzi,,2021,Ikoba Girls Primary School,Government,Girls,19,19,20,29,19,20,20,146
d101,s101,,Bikonzi,,2021,Isagara Primary School,Government,Girls,37,47,30,36,46,37,23,256
d101,s113,p106,Bwijanga,Kitamba,2021,Isimba Primary School,Government,Girls,22,23,29,15,33,30,11,163
d101,s102,p109,Kabango Town Council,Kabango ward,2021,Kabango Primary School,Government,Girls,107,137,157,182,150,121,42,896
d101,s109,p130,Miirya,Bigando,2021,Kahaara Primary School,Government,Girls,38,26,23,22,18,15,10,152
d101,s111,p103,Budongo,Nyabyeya,2021,Karongo Primary School,Government,Girls,82,81,81,94,69,25,30,462
d101,s110,,Pakanyi,Kyakamese,2021,Karungi Primary School,Government,Girls,124,72,60,52,37,14,7,366
d101,s108,p117,Nyantonzi,Kasenene,2021,Kasenene Primary School,Government,Girls,112,104,108,52,54,27,12,469
d101,s111,p102,Budongo,Kasongoire,2021,Kasongoire Primary School,Government,Girls,31,28,38,42,39,31,12,221
d101,s104,p124,Kimengo,Kimengo,2021,Kayera Primary School,Government,Girls,21,19,14,3,14,7,10,88
d101,s109,p130,Miirya,Bigando,2021,Kibaali Primary School,Government,Girls,49,35,42,20,25,31,12,215
d101,s107,p127,Labongo,Kihaguzi,2021,Kibamba Primary School,Government,Girls,49,35,42,20,25,31,12,215
d101,s105,p135,Kiruli,Kibibira,2021,Kibibira Primary School,Government,Girls,86,42,40,37,28,15,8,256
d101,s101,,Bikonzi,,2021,Kichandi Primary School,Government,Girls,40,38,49,30,23,25,11,216
d101,s109,p132,Miirya,Kigulya,2021,Kigezi Primary School,Government,Girls,67,77,54,61,31,26,12,328
d101,s113,p107,Bwijanga,Ntoma,2021,Kihagani Primary School,Government,Girls,12,11,9,4,5,6,8,55
d101,s101,,Bikonzi,,2021,Kihoole Primary School,Government,Girls,16,19,15,24,22,14,7,117
d101,s101,p114,Bikonzi,Rukondwa,2021,Kiina Primary School,Government,Girls,24,30,26,22,20,31,20,173
d101,s109,p132,Miirya,Kigulya,2021,Kijogoro Primary School,Government,Girls,90,66,94,79,49,31,21,430
d101,s104,,Kimengo,,2021,Kijunjubwa Primary School,Government,Girls,33,81,32,37,42,40,18,283
d101,s113,p106,Bwijanga,Kitamba,2021,Kikingura Primary School,Government,Girls,54,44,50,62,67,51,21,349
d101,s101,p116,Bikonzi,Kikube,2021,Kikuube Primary School,Government,Girls,16,18,23,28,33,35,16,169
d101,s107,p126,Labongo,Labongo,2021,Kilanyi Primary School,Government,Girls,60,31,29,33,20,25,17,215
d101,s107,p126,Labongo,Labongo,2021,Kilanyi Muslim Primary School,Government,Girls,24,24,22,34,28,38,16,186
d101,s108,p119,Nyantonzi,Kimanya,2021,Kimanya Primary School,Government,Girls,34,50,31,52,45,15,14,241
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Kimanya Upper Primary School,Government,Girls,58,43,45,37,48,26,7,264
d101,s104,,Kimengo,,2021,Kimengo Primary School,Government,Girls,28,18,20,19,18,36,17,156
d101,s109,p132,Miirya,Kigulya,2021,Kinumi Primary School,Government,Girls,93,79,134,63,66,63,31,529
d101,s109,p130,Miirya,Bigando,2021,Kinuuma Primary School,Government,Girls,49,37,38,39,37,29,21,250
d101,s102,p108,Kabango Town Council,Kinyara ward,2021,Kinyara Sugar Works Primary School,Government,Girls,117,131,168,153,154,135,78,936
d101,s101,,Bikonzi,,2021,Kinywamurara Primary School,Government,Girls,23,26,29,30,21,13,,142
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Kisalizi Primary School,Government,Girls,43,37,36,50,96,38,22,322
d101,s106,,Kyatiri Town Council,,2021,Kisindizi II Primary School,Government,Girls,37,28,32,29,47,23,11,207
d101,s110,,Pakanyi,Kyakamese,2021,Kisindizi Public Primary School,Government,Girls,63,45,36,42,32,14,10,242
d101,s113,p106,Bwijanga,Kitamba,2021,Kitamba Primary School,Government,Girls,81,77,78,77,70,69,13,465
d101,s105,p133,Kiruli,Kiruli,2021,Kitanyata Primary School,Government,Girls,81,77,78,77,70,69,13,465
d101,s101,p114,Bikonzi,Rukondwa,2021,Kitonozi Primary School,Government,Girls,52,46,36,34,29,32,22,251
d101,s109,p132,Miirya,Kigulya,2021,Kitwetwe Primary School,Government,Girls,66,32,37,25,18,8,6,192
d101,s110,,Pakanyi,Kyakamese,2021,Kiyuya Primary School,Government,Girls,47,28,55,39,44,46,33,292
d101,s109,p131,Miirya,Isimba,2021,Kyabaswa Primary School,Government,Girls,42,39,46,29,20,28,18,222
d101,s110,,Pakanyi,,2021,Kyatiri Primary School,Government,Girls,152,113,131,120,94,65,31,706
d101,s112,p111,Bulima Town Council,Kahembe ward,2021,Marongo Primary School,Government,Girls,27,27,30,23,26,26,23,182
d101,s101,,Bikonzi,,2021,Masindi CH Primary School,Government,Girls,23,6,6,21,10,9,10,85
d101,s103,p141,Kijunjubwa,Kijunjubwa,2021,Miduuma Primary School,Government,Girls,24,13,20,22,15,14,12,120
d101,s113,p106,Bwijanga,Kitamba,2021,Mihembero Primary School,Government,Girls,24,16,30,26,19,23,14,152
d101,s113,p106,Bwijanga,Kitamba,2021,Miramura Primary School,Government,Girls,37,29,33,32,22,16,3,172
d101,s113,p105,Bwijanga,Kahembe,2021,Murro Primary School,Government,Girls,29,16,13,22,26,26,15,147
d101,s113,p107,Bwijanga,Ntoma,2021,Ntooma Primary School,Government,Girls,42,41,72,90,45,57,17,364
d101,s113,p107,Bwijanga,Ntoma,2021,Nyabubaale Primary School,Government,Girls,20,11,6,6,9,1,1,54
d101,s111,p103,Budongo,Nyabyeya,2021,Nyabyeya Primary School,Government,Girls,140,127,125,155,94,96,27,764
d101,s105,p133,Kiruli,Kiruli,2021,Nyakarongo Primary School,Government,Girls,39,32,18,15,13,17,6,140
d101,s106,,Kyatiri Town Council,,2021,Nyakatoogo Primary School,Government,Girls,8,12,8,6,3,3,,40
d101,s107,p126,Labongo,Labongo,2021,Nyakyanika Primary School,Government,Girls,114,60,60,80,30,34,10,388
d101,s106,,Kyatiri Town Council,Kyatiri,2021,Nyambindo Primary School,Government,Girls,152,85,58,52,26,26,11,410
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Nyantonzi Primary School,Government,Girls,30,40,65,64,37,16,11,263
d101,s101,p114,Bikonzi,Rukondwa,2021,Rukondwa Primary School,Government,Girls,34,15,13,15,15,14,7,113
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Rwempisi Primary School,Government,Girls,53,58,22,44,37,15,3,232
d101,s108,p118,Nyantonzi,Nyantonzi,2021,Siiba Primary School,Government,Girls,45,16,44,39,39,27,18,228
d101,s109,p131,Miirya,Isimba,2021,St Paul's Primary School Pakanyi,Government,Girls,14,11,14,13,13,11,5,81
d101,s113,p105,Bwijanga,Kahembe,2021,St. Kizito Murro Primary School,Government,Girls,30,28,33,55,38,47,16,247
d101,s110,,Pakanyi,Kyakamese,2021,Waiga Primary School,Government,Girls,115,86,101,109,56,38,15,520
d101,s107,p126,Labongo,Labongo,2021,Walyoba Primary School,Government,Girls,30,45,63,74,58,58,28,356
d101,s101,,Bikonzi ,,2022,Ikoba Boys Primary School,Government,Boys,26,16,16,12,18,9,10,107
d101,s110,,Pakanyi,Kyakamese,2022,Alimugonza Primary School,Government,Boys,122,103,116,89,140,68,40,678
d101,s107,p127,Labongo,Kihaguzi,2022,Bokwe Primary School,Government,Boys,174,105,110,81,73,65,29,637
d101,s111,p103,Budongo,Nyabyeya,2022,Budongo Saw Mill Primary School,Government,Boys,28,13,12,12,17,17,10,109
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Bulima Primary School,Government,Boys,69,85,82,58,74,84,51,503
d101,s111,p102,Budongo,Kasongoire,2022,Bulyango Public Primary School,Government,Boys,88,87,90,91,65,48,19,488
d101,s113,p106,Bwijanga,Kitamba,2022,Byerima Primary School,Government,Boys,24,13,25,25,18,24,18,147
d101,s101,,Bikonzi,,2022,Ikoba Girls Primary School,Government,Boys,0,0,0,0,0,0,0,0
d101,s101,,Bikonzi,,2022,Isagara Primary School,Government,Boys,84,51,48,45,25,27,28,308
d101,s113,p106,Bwijanga,Kitamba,2022,Isimba Primary School,Government,Boys,28,15,26,36,28,19,9,161
d101,s102,p109,Kabango Town Council,Kabango ward,2022,Kabango Primary School,Government,Boys,128,118,110,126,107,84,47,720
d101,s109,p130,Miirya,Bigando,2022,Kahara Primary School,Government,Boys,64,27,45,20,24,21,13,214
d101,s111,p103,Budongo,Nyabyeya,2022,Karongo Primary School,Government,Boys,140,116,87,76,77,54,30,580
d101,s110,,Pakanyi,Kyakamese,2022,Karungi Primary School,Government,Boys,102,64,45,52,57,49,21,390
d101,s108,p117,Nyantonzi,Kasenene,2022,Kasenene Primary School,Government,Boys,202,189,143,115,116,49,27,841
d101,s111,p102,Budongo,Kasongoire,2022,Kasongoire Primary School,Government,Boys,37,40,45,38,42,30,16,248
d101,s104,p124,Kimengo,Kimengo,2022,Kayera Primary School,Government,Boys,58,34,16,17,29,18,7,179
d101,s109,p130,Miirya,Bigando,2022,Kibali Primary School,Government,Boys,63,57,44,30,46,20,8,268
d101,s107,p127,Labongo,Kihaguzi,2022,Kibamba Primary School,Government,Boys,71,59,60,58,44,22,25,339
d101,s105,p135,Kiruli,Kibibira,2022,Kibibira Primary School,Government,Boys,135,97,52,56,27,30,14,411
d101,s101,,Bikonzi,,2022,Kichandi Primary School,Government,Boys,62,37,41,42,39,23,15,259
d101,s109,p132,Miirya,Kigulya,2022,Kigezi Primary School,Government,Boys,110,68,70,73,52,33,20,426
d101,s113,p107,Bwijanga,Ntoma,2022,Kihagani Primary School,Government,Boys,26,15,10,9,9,0,3,72
d101,s101,,Bikonzi,,2022,Kihoole Primary School,Government,Boys,37,19,19,19,14,7,7,113
d101,s101,p114,Bikonzi,Rukondwa,2022,Kiina Primary School,Government,Boys,70,42,48,54,64,22,31,331
d101,s109,p132,Miirya,Kigulya,2022,Kijogoro Primary School,Government,Boys,145,100,103,51,56,39,32,526
d101,s104,,Kimengo,,2022,Kijunjubwa Primary School,Government,Boys,46,45,38,41,46,39,19,274
d101,s113,p106,Bwijanga,Kitamba,2022,Kikingura Primary School,Government,Boys,89,90,99,112,86,61,42,579
d101,s101,p116,Bikonzi,Kikube,2022,Kikuube Primary School,Government,Boys,43,46,36,37,35,33,27,257
d101,s107,p126,Labongo,Labongo,2022,Kilanyi Primary School,Government,Boys,49,43,34,25,28,19,18,216
d101,s107,p126,Labongo,Labongo,2022,Kilanyi Moslem Primary School,Government,Boys,64,29,45,34,38,39,20,269
d101,s108,p119,Nyantonzi,Kimanya,2022,Kimanya Primary School,Government,Boys,83,59,48,50,36,23,15,314
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Kimanya Upper,Government,Boys,122,53,43,38,24,26,10,316
d101,s104,,Kimengo,,2022,Kimengo Primary School,Government,Boys,78,37,44,34,40,27,14,274
d101,s109,p132,Miirya,Kigulya,2022,Kinuma Primary School,Government,Boys,71,49,41,36,47,30,22,296
d101,s109,p130,Miirya,Bigando,2022,Kinumi Primary School,Government,Boys,125,108,77,77,53,29,40,509
d101,s102,p108,Kabango Town Council,Kinyara ward,2022,Kinyara Sugar Works Primary School,Government,Boys,127,123,141,130,135,105,80,841
d101,s101,,Bikonzi,,2022,Kinywamurara Primary School,Government,Boys,52,42,34,38,21,14,15,216
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Kisalizi Primary School,Government,Boys,74,39,54,52,51,36,13,319
d101,s106,,Kyatiri Town Council,,2022,Kisindizi II Primary School,Government,Boys,49,45,40,50,46,27,18,275
d101,s110,,Pakanyi,Kyakamese,2022,Kisindizi Public Primary School,Government,Boys,61,48,22,31,17,13,8,200
d101,s113,p106,Bwijanga,Kitamba,2022,Kitamba Primary School,Government,Boys,71,59,60,58,44,22,25,339
d101,s105,p133,Kiruli,Kiruli,2022,Kitanyata Primary School,Government,Boys,145,124,113,95,112,90,34,713
d101,s101,p114,Bikonzi,Rukondwa,2022,Kitonozi Primary School,Government,Boys,60,59,38,33,34,30,34,288
d101,s109,p132,Miirya,Kigulya,2022,Kitwetwe Primary School,Government,Boys,105,45,45,36,16,15,7,269
d101,s110,,Pakanyi,Kyakamese,2022,Kiyuya Primary School,Government,Boys,56,21,33,34,28,37,44,253
d101,s109,p131,Miirya,Isimba,2022,Kyabaswa Primary School,Government,Boys,70,45,42,32,35,32,25,281
d101,s110,,Pakanyi,,2022,Marongo Primary School,Government,Boys,90,68,54,58,47,43,29,389
d101,s112,p111,Bulima Town Council,Kahembe ward,2022,Miduuma Primary School,Government,Boys,33,23,17,37,26,17,10,163
d101,s101,,Bikonzi,,2022,Mihembero Primary School,Government,Boys,46,37,40,33,30,36,30,252
d101,s103,p141,Kijunjubwa,Kijunjubwa,2022,Miramura Primary School,Government,Boys,71,41,30,23,37,21,12,235
d101,s113,p106,Bwijanga,Kitamba,2022,Masindisd Centre Primary School,Government,Boys,36,4,10,10,14,16,2,92
d101,s113,p106,Bwijanga,Kitamba,2022,Murro Primary School,Government,Boys,33,30,26,26,14,11,19,159
d101,s113,p105,Bwijanga,Kahembe,2022,Ntooma Primary School,Government,Boys,79,82,89,90,79,54,26,499
d101,s113,p107,Bwijanga,Ntoma,2022,Nyabubale Primary School,Government,Boys,26,14,14,2,4,3,1,7
d101,s113,p107,Bwijanga,Ntoma,2022,Nyabyeya Primary School,Government,Boys,153,112,106,130,100,98,43,742
d101,s111,p103,Budongo,Nyabyeya,2022,Nyakarongo Primary School,Government,Boys,83,38,56,30,16,5,11,239
d101,s105,p133,Kiruli,Kiruli,2022,Nyakatoogo Primary School,Government,Boys,34,18,24,11,20,13,8,128
d101,s106,,Kyatiri Town Council,,2022,Nyakyanika Primary School,Government,Boys,89,64,85,65,50,37,21,411
d101,s107,p126,Labongo,Labongo,2022,Nyambindo Primary School,Government,Boys,163,97,68,66,31,16,12,453
d101,s106,,Kyatiri Town Council,Kyatiri,2022,Nyantonzi Primary School,Government,Boys,75,68,94,76,72,28,26,439
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Rukondwa Primary School,Government,Boys,37,13,24,18,21,16,10,139
d101,s101,p114,Bikonzi,Rukondwa,2022,Rwempisi Primary School,Government,Boys,132,75,58,50,27,10,11,363
d101,s108,p118,Nyantonzi,Nyantonzi,2022,Siiba Primary School,Government,Boys,56,35,32,20,34,19,14,210
d101,s108,p118,Nyantonzi,Nyantonzi,2022,St Mary's Kyatiri Primary School,Government,Boys,219,149,140,159,142,79,56,944
d101,s109,p131,Miirya,Isimba,2022,St. Kizito Murro Primary School,Government,Boys,20,18,13,11,15,18,10,105
